,Answer,Score
dovro,False,180816.0
draba,False,161898.0
drabe,False,210637.0
draco,False,244209.0
draga,False,168717.0
drago,True,227507.0
drama,False,177585.0
drami,False,213049.0
drena,False,242688.0
dreni,False,216885.0
dreno,False,240211.0
dreto,False,250411.0
drink,False,162881.0
drive,False,198405.0
droga,True,229427.0
drogo,False,171879.0
droma,False,238295.0
drome,False,225767.0
dromi,False,212492.0
dromo,False,180747.0
drone,False,234872.0
droni,False,221597.0
druda,False,173718.0
drude,False,161190.0
drudi,False,147915.0
drudo,False,171241.0
drupa,False,208753.0
drupe,False,196225.0
drusa,False,222437.0
druse,False,209909.0
drusi,False,196634.0
druso,False,219960.0
duagi,False,181197.0
duale,False,206750.0
duali,False,193475.0
dubat,False,168405.0
dubbi,False,108203.5
dubia,False,185575.0
dubio,False,183098.0
dubni,False,153899.0
ducai,False,189181.0
ducea,False,214104.0
ducee,False,137848.5
duchi,False,136921.0
dugli,False,155036.0
duina,False,210912.0
duine,False,198384.0
duini,False,128156.0
duino,False,208435.0
dulia,False,204757.0
dulie,False,192229.0
duole,False,206193.0
duoli,False,192918.0
duolo,False,161173.0
duomi,False,189508.0
duomo,False,157763.0
dupla,False,190362.0
duple,False,177834.0
dupli,False,164559.0
duplo,False,187885.0
durai,False,205928.0
durio,False,222344.0
durra,False,177383.0
durre,False,164855.0
dutti,False,149830.5
dutto,False,173156.5
duvet,False,169009.0
dviii,False,82053.0
ebani,False,214365.0
ebano,False,237691.0
ebbio,False,177174.0
ebbra,False,187961.0
ebbre,False,111559.0
ebbri,False,162158.0
ebbro,False,185484.0
ebeni,False,138629.5
ebeno,False,161955.5
ebere,False,126679.0
ebeta,False,174632.5
ebete,False,122696.0
ebeti,False,148829.5
ebeto,False,172155.5
ebola,False,233916.0
ebole,False,157514.0
ebook,False,106673.0
ebrea,False,171770.5
ebree,False,119834.0
ebrei,False,145967.5
ebreo,False,169293.5
ebria,False,240016.0
ebrie,False,163614.0
ebrio,False,237539.0
ebuli,False,177247.0
ebulo,False,200573.0
ecciu,False,153826.5
echei,False,114083.5
echeo,False,137409.5
echii,False,123686.0
echio,False,205655.0
ecidi,False,147754.0
edace,False,169049.0
edaci,False,219648.0
eddai,False,165287.0
edema,False,161881.5
edemi,False,136078.5
edera,False,185169.5
edere,False,133233.0
edile,False,150564.0
edili,False,144210.0
edima,False,223556.0
edime,False,147154.0
edipi,False,142124.0
edipo,False,222403.0
edita,False,242861.0
edite,False,166459.0
editi,False,160105.0
edito,False,240384.0
edona,False,246165.0
edone,False,169763.0
edoni,False,220362.0
edono,False,188617.0
educa,False,214028.0
educe,False,137626.0
educi,False,188225.0
educo,False,211551.0
edule,False,133202.0
eduli,False,183801.0
efebi,False,116183.5
efebo,False,139509.5
efesi,False,146878.5
efori,False,230337.0
eforo,False,198592.0
egena,False,170940.5
egene,False,119004.0
egeni,False,145137.5
egeno,False,168463.5
egida,False,214846.0
egide,False,138444.0
egira,False,246798.0
egire,False,170396.0
egizi,False,119766.0
eguai,False,202233.0
ehila,False,205758.0
ehime,False,125946.0
ekiti,False,137967.0
elafe,False,159535.0
elafi,False,210134.0
elata,False,207347.0
elate,False,192212.0
elati,False,242811.0
elato,False,266137.0
elego,False,162228.5
eleni,False,156875.5
eleva,False,159715.5
elevi,False,133912.5
elevo,False,157238.5
elica,False,243082.0
elice,False,166680.0
elici,False,160326.0
elida,False,226584.0
elide,False,150182.0
elidi,False,143828.0
elido,False,224107.0
eliea,False,181980.5
eliee,False,130044.0
elima,False,235248.0
elime,False,158846.0
elimi,False,152492.0
elimo,False,232771.0
elisa,False,250256.0
elise,False,173854.0
elisi,False,167500.0
eliso,False,247779.0
elite,False,178151.0
elogi,False,214081.0
elson,False,221748.0
eluda,False,209222.0
elude,False,132820.0
eludi,False,183419.0
eludo,False,206745.0
eluii,False,148418.0
elusa,False,232894.0
eluse,False,156492.0
elusi,False,207091.0
eluso,False,230417.0
eluvi,False,178225.0
emaci,False,228152.0
email,False,223230.0
emale,False,173129.0
emali,False,223728.0
emana,False,193959.0
emani,False,229423.0
emano,False,252749.0
emeri,False,167870.5
emero,False,191196.5
emesi,False,159590.5
emica,False,239894.0
emici,False,157138.0
emico,False,237417.0
emide,False,146994.0
emidi,False,140640.0
emina,False,241165.0
emine,False,164763.0
emiri,False,172592.0
emiro,False,252871.0
emise,False,170666.0
emisi,False,164312.0
emolo,False,191426.0
emoni,False,228866.0
empia,False,232183.0
empie,False,155781.0
empii,False,147737.0
empio,False,229706.0
emula,False,218108.0
emule,False,141706.0
emuli,False,192305.0
emulo,False,215631.0
enema,False,178435.5
enemi,False,152632.5
enfia,False,226029.0
enfie,False,149627.0
enfio,False,223552.0
engri,False,213217.0
ennea,False,135332.5
ennee,False,83396.0
ennei,False,109529.5
enneo,False,132855.5
enoli,False,231221.0
enolo,False,199476.0
enter,False,167767.5
entra,False,266208.0
entri,False,240405.0
entro,True,263731.0
enula,False,226158.0
enule,False,149756.0
envea,False,157116.5
envee,False,105180.0
eolia,False,273152.0
eolie,False,196750.0
eolio,False,219867.0
epate,False,190672.0
epica,False,241542.0
epici,False,158786.0
epico,False,239065.0
epoca,True,255046.0
epodi,False,212745.0
epodo,False,181000.0
epura,False,239634.0
epuri,False,213831.0
epuro,False,237157.0
equai,False,181993.0
erada,False,198584.0
erade,False,183449.0
eradi,False,234048.0
erado,False,257374.0
eramo,False,266038.0
erano,False,275143.0
erari,False,205632.0
erasa,False,222256.0
erase,False,207121.0
erasi,False,257720.0
eraso,False,281046.0
erbai,False,219329.0
erbii,False,153776.0
erbio,False,235745.0
erebi,False,151289.5
erebo,False,174615.5
ereda,False,184115.5
erede,False,132179.0
eredi,False,158312.5
eredo,False,181638.5
erema,False,192779.5
ereme,False,140843.0
eremi,False,166976.5
eremo,False,190302.5
ereta,False,212084.5
ereti,False,186281.5
ereto,False,209607.5
ergal,False,214095.0
erica,False,262288.0
eriga,False,245586.0
erige,False,169184.0
erigi,False,162830.0
erigo,False,243109.0
erile,False,181462.0
ernia,False,262934.0
ernie,False,186532.0
ernio,False,260457.0
eroda,False,259294.0
erode,False,182892.0
erodi,False,233491.0
erodo,False,201746.0
eroga,False,259090.0
erogo,False,201542.0
erosa,False,282966.0
erose,False,206564.0
erosi,False,257163.0
eroso,False,225418.0
errai,False,199593.0
eruca,False,244926.0
erudi,False,202625.0
erula,False,240502.0
erule,False,164100.0
eruli,False,214699.0
erulo,False,238025.0
erzya,False,186544.0
esala,False,201421.0
esali,False,236885.0
esalo,False,260211.0
esame,True,182876.0
esami,False,233475.0
esani,False,242580.0
esano,False,265906.0
esche,False,129732.0
eschi,False,180331.0
esibi,False,146774.0
esiga,False,236349.0
esige,False,159947.0
esigi,False,153593.0
esigo,False,233872.0
esile,False,172225.0
esili,False,165871.0
esima,False,245217.0
esime,False,168815.0
esimi,False,162461.0
esimo,False,242740.0
esipi,False,163785.0
esipo,False,244064.0
esita,False,264522.0
esiti,False,181766.0
esito,True,262045.0
esizi,False,141473.0
esodi,False,224254.0
esodo,False,192509.0
esone,False,191424.0
esoni,False,242023.0
esora,False,282009.0
esori,False,256206.0
esoro,False,224461.0
esosa,False,216952.5
esose,False,140550.5
esosi,False,191149.5
esoso,False,159404.5
espia,False,245340.0
espii,False,160894.0
espio,False,242863.0
espri,False,227847.0
espro,False,251173.0
essai,False,184538.0
esser,False,113300.5
estia,False,263005.0
estie,False,186603.0
estii,False,178559.0
estio,False,260528.0
estri,False,245512.0
estro,False,268838.0
estua,False,245889.0
estui,False,220086.0
estuo,False,243412.0
esula,False,231265.0
esule,False,154863.0
esuli,False,205462.0
esulo,False,228788.0
esuma,False,227855.0
esumi,False,202052.0
esumo,False,225378.0
etade,False,178265.0
etani,False,246633.0
etano,False,269959.0
etate,False,155038.5
etati,False,205637.5
etciu,False,213284.0
etene,False,144764.0
eteni,False,170897.5
etera,False,210883.5
etere,False,158947.0
eteri,False,185080.5
etero,False,208406.5
etesi,False,176800.5
ethos,False,195711.0
etica,True,257104.0
etici,False,174348.0
etico,True,254627.0
etile,False,176278.0
etili,False,169924.0
etimi,False,166514.0
etimo,False,246793.0
etini,False,175619.0
etino,False,255898.0
etnea,False,189504.5
etnee,False,137568.0
etnei,False,163701.5
etneo,False,187027.5
etnia,False,257750.0
etnie,False,181348.0
etola,False,266184.0
etole,False,189782.0
etoli,False,240381.0
etolo,False,208636.0
eutri,False,231765.0
evada,False,162832.0
evade,False,147697.0
evadi,False,198296.0
evado,False,221622.0
evasa,False,186504.0
evase,False,171369.0
evasi,False,221968.0
evaso,False,245294.0
evira,False,241990.0
eviri,False,159234.0
eviro,False,239513.0
evita,False,238007.0
eviti,False,155251.0
evito,False,235530.0
evoca,False,240040.0
evoco,False,182492.0
evvai,False,161576.0
evvia,False,180469.0
extra,True,227982.0
fabra,False,173457.5
fabre,False,216385.0
fabri,False,203110.0
fabro,False,226436.0
facce,False,179573.5
facci,False,166298.5
facia,False,187646.5
facon,False,215123.0
facto,False,244952.0
fader,False,211412.0
faggi,False,151083.0
fagli,False,190064.0
faida,False,172715.5
faide,False,215643.0
faina,False,190484.5
faine,False,233412.0
falba,False,153664.5
falbe,False,196592.0
falbi,False,183317.0
falbo,False,206643.0
falca,False,177185.5
falce,False,220113.0
falci,False,206838.0
falco,True,230164.0
falda,False,160687.5
falde,False,203615.0
faldi,False,190340.0
faldo,False,213666.0
falla,False,135711.5
falle,False,178639.0
falli,False,165364.0
fallo,False,188690.0
falsa,False,184359.5
false,False,227287.0
falsi,False,214012.0
falso,True,237338.0
famai,False,146003.0
fammi,False,156618.0
fanga,False,166013.5
fango,True,218992.0
fanne,False,188254.5
fanno,False,198305.5
fante,False,237114.0
fanti,False,223839.0
farad,False,147015.0
farai,False,170233.0
farce,False,240177.0
farci,False,226902.0
farda,False,180751.5
farde,False,223679.0
fardi,False,210404.0
fardo,False,233730.0
farea,False,210423.5
faree,False,189623.5
farei,False,240076.0
faria,False,204393.5
farla,False,192825.5
farle,False,235753.0
farli,False,222478.0
farlo,False,245804.0
farmi,False,219068.0
farne,False,241448.0
farri,False,186608.0
farro,True,209934.0
farsa,False,204423.5
farse,False,247351.0
farsi,False,234076.0
farso,False,257402.0
farti,False,238373.0
farvi,False,205210.0
fasai,False,161698.0
fasce,False,231642.0
fasci,False,218367.0
fasta,False,200185.5
faste,False,243113.0
fasti,False,229838.0
fasto,False,253164.0
fatai,False,165007.0
fatta,False,155206.0
fatte,False,198133.5
fatti,False,184858.5
fatto,True,208184.5
fatua,False,182051.5
fatue,False,224979.0
fatui,False,211704.0
fatuo,False,235030.0
fatwa,False,152887.5
fauce,False,214779.0
fauci,False,201504.0
fault,False,198803.0
fauna,False,173122.5
faune,False,216050.0
fauni,False,202775.0
fauno,False,226101.0
fauve,False,193087.0
favai,False,132471.0
faxai,False,115713.0
fazza,False,114459.5
feace,False,180610.5
feaci,False,221687.0
feano,False,246284.0
febea,False,150640.0
febee,False,98703.5
febei,False,124837.0
febeo,False,148163.0
febre,False,150793.5
fecce,False,113982.0
fedai,False,197134.0
fedii,False,131581.0
felce,False,154521.5
felci,False,195598.0
fella,False,179927.0
felle,False,113047.5
felli,False,154124.0
fello,False,177450.0
felpa,True,214891.0
felpe,False,148011.5
felpi,False,189088.0
felpo,False,212414.0
felse,False,161695.5
felsi,False,202772.0
felze,False,125699.5
felzi,False,166776.0
femme,False,104301.5
femmo,False,168704.0
fence,False,160051.5
fenda,False,210433.0
fende,False,143553.5
fendi,False,184630.0
fendo,False,207956.0
fenno,False,187065.5
feria,False,248609.0
ferie,False,181729.5
ferii,False,164163.0
ferla,False,237041.0
ferle,False,170161.5
ferma,False,233631.0
ferme,False,166751.5
fermi,False,207828.0
fermo,True,231154.0
ferne,False,175856.5
ferra,False,201171.0
ferri,False,175368.0
ferro,True,198694.0
fersa,False,248639.0
ferse,False,181759.5
ferva,False,219773.0
ferve,False,152893.5
fervi,False,193970.0
fervo,False,217296.0
ferza,False,212643.0
ferze,False,145763.5
ferzi,False,186840.0
ferzo,False,210166.0
fessa,False,189124.5
fesse,False,122245.0
fessi,False,163321.5
fesso,False,186647.5
festa,True,244401.0
feste,False,177521.5
festi,False,218598.0
festo,False,241924.0
fetch,False,166154.0
fetei,False,158857.0
fetta,True,199421.5
fette,False,132542.0
feudi,False,173766.0
feudo,False,197092.0
fiaba,False,152066.0
fiabe,False,200805.0
fiala,False,171163.0
fiale,False,219902.0
fiani,False,158749.0
fiano,False,235648.0
fiata,False,187058.0
fiate,False,235797.0
fiati,False,168949.0
fiato,True,245848.0
fibra,True,207037.0
fibre,False,194509.0
ficai,False,148760.0
ficca,False,170225.5
ficco,False,167748.5
ficea,False,227256.0
ficee,False,151000.5
fiche,False,163348.0
fichi,False,96500.0
fichu,False,133623.0
ficus,False,176309.0
fidai,False,132925.0
fiele,False,154714.5
fieli,False,147785.0
fieni,False,153480.0
fieno,True,230379.0
fiera,True,247039.0
fiere,False,174592.5
fieri,False,167663.0
fiero,True,244562.0
figga,False,155010.0
figge,False,142482.0
figgi,False,75634.0
figgo,False,152533.0
fighe,False,147681.0
fighi,False,80833.0
figli,True,114615.0
filai,False,145443.0
filet,False,199859.0
filia,False,166364.0
filie,False,153836.0
filio,False,163887.0
filli,False,89915.0
fillo,False,166814.0
filma,False,202931.0
filme,False,190403.0
filmi,False,123555.0
filmo,False,200454.0
filza,False,181943.0
filze,False,169415.0
finca,False,216295.0
finga,False,199593.0
finge,False,187065.0
fingi,False,120217.0
fingo,False,197116.0
finii,False,104855.0
finis,False,144093.0
finna,False,178906.5
finne,False,166378.5
finni,False,99530.5
finno,False,176429.5
finse,False,210941.0
finsi,False,144093.0
finta,False,227766.0
finte,False,215238.0
finti,False,148390.0
finto,True,225289.0
fioca,False,236297.0
fioco,False,178749.0
fiora,False,251751.0
fiore,True,239223.0
fiori,False,172375.0
fioro,False,194203.0
fiote,False,235240.0
fioti,False,168392.0
firma,True,222995.0
firme,False,210467.0
firmi,False,143619.0
firmo,False,220518.0
fisai,False,156972.0
fisco,False,219817.0
fissa,True,178488.5
fisse,False,165960.5
fissi,False,99112.5
fisso,True,176011.5
fisti,False,154389.0
fitta,False,188785.5
fitte,False,176257.5
fitti,False,109409.5
fitto,False,186308.5
fiume,True,185069.0
fiumi,False,118221.0
fiuta,False,216902.0
fiuti,False,137526.0
fiuto,False,214425.0
fiuuu,False,85241.0
flake,False,171330.0
flana,False,162998.0
flani,False,198462.0
flano,False,221788.0
flash,False,160083.0
flati,False,208662.0
flato,False,231988.0
flava,False,140035.0
flave,False,188774.0
flavi,False,175499.0
flavo,False,198825.0
flebo,False,191727.0
fleti,False,203393.0
fleto,False,226719.0
flint,False,186124.0
flirt,False,200307.0
float,False,212411.0
flock,False,151422.0
flora,False,237891.0
flore,False,225363.0
flori,False,212088.0
fluff,False,81075.0
fluii,False,114269.0
flute,False,190514.0
fluvi,False,144076.0
flyby,False,67447.0
fobia,False,219821.0
fobie,False,207293.0
focea,False,248350.0
focee,False,172094.5
focei,False,222547.0
foceo,False,195065.0
foche,False,184442.0
fochi,False,171167.0
focus,False,197403.0
fodri,False,208992.0
fodro,False,181510.0
foehn,False,181210.0
foffa,False,157709.5
foffe,False,145181.5
fogge,False,163576.0
foggi,False,150301.0
foghe,False,168775.0
fogli,False,189282.0
fogna,False,220780.0
fogne,False,208252.0
fogni,False,194977.0
fogno,False,167495.0
foiba,False,220366.0
foibe,False,207838.0
folce,False,219331.0
folci,False,206056.0
folco,False,178574.0
folio,False,185718.0
folla,True,190385.0
folle,False,177857.0
folli,False,164582.0
follo,False,137100.0
folse,False,226505.0
folta,False,243330.0
folte,False,230802.0
folti,False,217527.0
folto,False,190045.0
fonai,False,225640.0
fonce,False,224861.0
fonda,False,220891.0
fonde,False,208363.0
fondi,False,195088.0
fondo,True,167606.0
fonia,False,244533.0
fonie,False,232005.0
fonte,True,236332.0
fonti,False,223057.0
forai,False,240174.0
forbi,False,202599.0
forca,False,251923.0
force,False,239395.0
forci,False,226120.0
forfa,False,212442.0
forfe,False,199914.0
forfi,False,186639.0
forfo,False,159157.0
forge,False,222693.0
forgi,False,209418.0
forma,True,244089.0
forme,False,231561.0
formi,False,218286.0
formo,False,190804.0
forni,False,227391.0
forno,True,199909.0
forra,False,211629.0
forre,False,199101.0
forse,True,246569.0
forte,True,250866.0
forti,False,237591.0
forum,True,201116.0
forza,True,223101.0
forze,False,210573.0
forzi,False,197298.0
forzo,False,169816.0
fosca,False,243388.0
fosco,False,190103.0
fossa,True,199582.5
fosse,False,187054.5
fossi,False,173779.5
fosso,False,146297.5
foste,False,242331.0
fosti,False,229056.0
fotta,False,209879.5
fotte,False,197351.5
fotti,False,184076.5
fotto,False,156594.5
foule,False,209573.0
fovea,False,227335.0
fovee,False,151079.5
foyer,False,188226.0
fraga,False,164231.0
frale,False,225248.0
frali,False,211973.0
frame,False,221838.0
frana,False,182204.0
frane,False,230943.0
frani,False,217668.0
frano,False,240994.0
frase,True,236846.0
frasi,False,223571.0
frate,False,241143.0
frati,False,227868.0
frazi,False,187575.0
freak,False,179970.0
frega,False,220229.0
fregi,False,194426.0
frego,False,217752.0
frema,False,229097.0
freme,False,156650.5
fremi,False,203294.0
fremo,False,226620.0
frena,False,238202.0
freni,False,212399.0
freno,False,235725.0
freon,False,216096.0
fresa,False,244105.0
frese,False,171658.5
fresi,False,218302.0
freso,False,241628.0
frigi,False,128681.0
frigo,True,208960.0
frine,False,216882.0
frini,False,146654.0
frisa,False,235313.0
frise,False,222785.0
frisi,False,152557.0
friso,False,232836.0
froce,False,229115.0
froci,False,215840.0
froda,False,225145.0
frode,True,212617.0
frodi,False,199342.0
frodo,False,167597.0
froge,False,212413.0
front,False,218834.0
fruca,False,210777.0
fruco,False,208300.0
fruga,False,194075.0
frugo,False,191598.0
fruii,False,133475.0
fruit,False,193841.0
ftori,False,226110.0
ftoro,False,194365.0
fuchi,False,132435.0
fuero,False,226924.0
fuffa,False,118977.5
fuffe,False,106449.5
fugai,False,169028.0
fugga,False,137372.0
fugge,False,124844.0
fuggi,False,111569.0
fuggo,False,134895.0
fughe,False,130043.0
fughi,False,116768.0
fuina,False,206426.0
fulbe,False,157078.0
fulbi,False,143803.0
fulga,False,176425.0
fulge,False,163897.0
fulgi,False,150622.0
fulgo,False,173948.0
fulsa,False,200301.0
fulse,False,187773.0
fulsi,False,174498.0
fulso,False,197824.0
fulva,False,171435.0
fulve,False,158907.0
fulvi,False,145632.0
fulvo,False,168958.0
fumai,False,177212.0
fumea,False,202135.0
fumee,False,125879.5
fumei,False,176332.0
fumeo,False,199658.0
fumma,False,142907.0
fummi,False,117104.0
fummo,False,140430.0
funai,False,186908.0
funda,False,182159.0
fundo,False,179682.0
funga,False,181955.0
funge,False,169427.0
fungi,False,156152.0
fungo,False,179478.0
funky,False,88506.0
funse,False,193303.0
funsi,False,180028.0
funta,False,210128.0
funte,False,197600.0
funti,False,184325.0
funto,False,207651.0
fuoco,True,161111.0
fuora,False,234113.0
fuore,False,221585.0
fuori,True,208310.0
fuoro,False,176565.0
furai,False,201442.0
furba,False,189670.0
furbe,False,177142.0
furbi,False,163867.0
furbo,False,187193.0
furca,False,213191.0
furfa,False,173710.0
furfi,False,147907.0
furfo,False,171233.0
furia,False,220335.0
furie,False,207807.0
furio,False,217858.0
furno,False,211985.0
furti,False,198859.0
furto,True,222185.0
fusai,False,192907.0
fusca,False,204656.0
fusco,False,202179.0
fussi,False,135047.5
fusta,False,216127.0
fuste,False,203599.0
fusti,False,190324.0
fusto,False,213650.0
futon,False,187130.0
fuxia,False,165815.0
fuxie,False,153287.0
fuzzy,False,59386.0
gabba,False,118191.0
gabbi,False,147843.5
gabbo,False,171169.5
gabia,False,169759.5
gabie,False,212687.0
gaela,False,198193.5
gaele,False,181202.5
gaeli,False,227846.0
gaelo,False,251172.0
gaffa,False,117423.0
gaffe,False,160350.5
gagge,False,151375.0
gaggi,False,138100.0
gagia,False,151751.5
gagio,False,204730.0
gagni,False,175531.0
gagno,False,198857.0
galea,False,194971.5
galee,False,174171.5
galei,False,224624.0
galeo,False,247950.0
galgo,False,191992.0
galio,False,241920.0
galla,False,140323.5
galle,False,183251.0
galli,False,169976.0
gallo,False,193302.0
galop,False,210236.0
gamba,True,154110.5
gambe,False,197038.0
gambi,False,183763.0
gambo,False,207089.0
gamia,False,184775.5
gamie,False,227703.0
gamma,True,131577.5
gamme,False,174505.0
ganci,False,216980.0
ganda,False,170829.5
gande,False,213757.0
ganga,False,144543.5
gange,False,187471.0
ganni,False,179591.5
ganza,False,158505.5
ganze,False,201433.0
ganzi,False,188158.0
ganzo,False,211484.0
garba,False,178340.5
garbe,False,221268.0
garbi,False,207993.0
garbo,False,231319.0
garga,False,159077.5
gargo,False,212056.0
garni,False,232785.0
garri,False,191220.0
garza,False,173039.5
garze,False,215967.0
garzi,False,202692.0
garzo,False,226018.0
gasai,False,166310.0
gasco,False,246305.0
gassa,False,149521.0
gasse,False,192448.5
gassi,False,179173.5
gasso,False,202499.5
gatta,False,159818.0
gatte,False,202745.5
gatti,False,189470.5
gatto,True,212796.5
gauda,False,159965.5
gaude,False,202893.0
gaudi,False,189618.0
gaudo,False,212944.0
gauge,False,176607.0
gauli,False,201692.0
gaulo,False,225018.0
gauss,False,153663.0
gauta,False,187934.5
gaute,False,230862.0
gauti,False,217587.0
gauto,False,240913.0
gazai,False,130201.0
gazza,False,119071.5
gazze,False,161999.0
gazzi,False,148724.0
gazzo,False,172050.0
gebel,False,117383.0
gechi,False,165321.0
gelai,False,214264.0
gelao,False,237590.0
gelsa,False,233187.0
gelse,False,166307.5
gelsi,False,207384.0
gelso,False,230710.0
gemei,False,144465.0
gemma,False,175793.0
gemme,False,108913.5
gemmi,False,149990.0
gemmo,False,173316.0
genai,False,219794.0
genco,False,229066.0
genge,False,121879.5
genia,False,238687.0
genie,False,171807.5
genii,False,154241.0
genio,True,236210.0
genoa,False,243971.0
gente,True,176134.5
genti,False,217211.0
genue,False,154691.5
geode,False,168167.5
geodi,False,209244.0
geomi,False,217908.0
gerba,False,222556.0
gerbe,False,155676.5
gerbi,False,196753.0
gerbo,False,220079.0
gergo,False,200816.0
gerla,False,241653.0
gerle,False,174773.5
gerli,False,215850.0
gerlo,False,239176.0
germa,False,238243.0
germe,False,171363.5
germi,False,212440.0
gerna,False,247348.0
gerne,False,180468.5
gersa,False,253251.0
gerse,False,186371.5
gessa,False,193736.5
gessi,False,167933.5
gesso,False,191259.5
gesta,False,249013.0
geste,False,182133.5
gesti,False,223210.0
gesto,True,246536.0
getta,False,204033.5
getti,False,178230.5
getto,False,201556.5
ghali,False,164479.0
ghebi,False,140113.0
ghega,False,146653.0
ghegi,False,120850.0
ghego,False,144176.0
ghieu,False,151566.0
ghiri,False,113343.0
ghiro,False,193622.0
ghisa,False,187819.0
ghise,False,175291.0
giace,False,228938.0
giaci,False,162090.0
giaco,False,238989.0
giada,False,163701.0
giade,False,212440.0
giamo,False,231155.0
giani,False,163361.0
giano,False,240260.0
giara,False,195653.0
giare,False,244392.0
giava,False,158507.0
giave,False,207246.0
giazz,False,140297.0
gibba,False,151770.5
gibbe,False,139242.5
gibbi,False,72394.5
gibbo,False,149293.5
gibus,False,158422.0
giela,False,231773.0
gieli,False,152397.0
gielo,False,229296.0
gighe,False,127453.0
gigli,False,94387.0
gihad,False,146418.0
gilda,False,198879.0
gilde,False,186351.0
gilet,False,204471.0
gimmo,False,162680.0
ginna,False,183518.5
ginni,False,104142.5
ginno,False,181041.5
gioca,False,240909.0
gioco,True,183361.0
giogo,False,140577.0
gioia,True,196508.0
gioie,False,183980.0
gioii,False,129469.0
gioio,False,138960.0
giova,False,219217.0
giove,False,206689.0
giovi,False,139841.0
giovo,False,161669.0
girai,False,170119.0
girci,False,156065.0
girei,False,169239.0
girii,False,124001.0
girio,False,188563.0
girla,False,231017.0
girle,False,218489.0
girli,False,151641.0
girlo,False,228540.0
girmi,False,148231.0
girne,False,224184.0
girsi,False,163239.0
girti,False,167536.0
girvi,False,134373.0
gisse,False,170572.5
gissi,False,103724.5
giste,False,225849.0
gisti,False,159001.0
gitta,False,193397.5
gitti,False,114021.5
gitto,False,190920.5
giuba,False,186522.0
giube,False,173994.0
giuca,False,210043.0
giuco,False,207566.0
giuda,False,193545.0
giudo,False,191068.0
giuli,False,126243.0
giura,False,225497.0
giure,False,212969.0
giuri,False,146121.0
giuro,False,223020.0
giuso,False,214740.0
glace,False,215078.0
gladi,False,185305.0
gleba,False,198816.0
glebe,False,126369.5
glena,False,223608.0
glene,False,151161.5
gleni,False,197805.0
glifi,False,109583.0
glifo,False,189862.0
globe,False,191000.0
globi,False,177725.0
globo,True,145980.0
glomi,False,193412.0
glomo,False,161667.0
glori,False,216700.0
glosa,False,234223.0
glose,False,221695.0
glosi,False,208420.0
gloso,False,176675.0
gloss,False,148793.0
gluma,False,188349.0
glume,False,175821.0
gnais,False,211811.0
gneis,False,206542.0
gnidi,False,119153.0
gnome,False,211549.0
gnomi,False,198274.0
gnomo,False,166529.0
gnora,False,247365.0
gnore,False,234837.0
gnori,False,221562.0
gnoro,False,189817.0
gnosi,False,213282.0
gnuda,False,184547.0
gnude,False,172019.0
gnudi,False,158744.0
gnudo,False,182070.0
gobba,False,172864.5
gobbe,False,160336.5
gobbi,False,147061.5
gobbo,False,119579.5
gocce,True,183403.5
gocci,False,170128.5
godei,False,211324.0
godet,False,213047.0
godii,False,146651.0
godio,False,177812.0
godra,False,239407.0
godro,False,186122.0
goffa,False,172096.5
goffe,False,159568.5
goffi,False,146293.5
goffo,False,118811.5
gogna,False,200552.0
gogne,False,188024.0
goldi,False,194170.0
golea,False,249645.0
golei,False,223842.0
golem,False,208810.0
goleo,False,196360.0
golfi,False,189462.0
golfo,True,161980.0
golia,False,243615.0
golpe,False,217433.0
golpi,False,204158.0
gombe,False,196256.0
gombi,False,182981.0
gombo,False,155499.0
gomii,False,155003.0
gomma,True,186251.0
gomme,False,173723.0
gommi,False,160448.0
gommo,False,132966.0
gonda,False,225503.0
gonde,False,212975.0
gondi,False,199700.0
gondo,False,172218.0
gonfa,False,220795.0
gonfe,False,208267.0
gonfi,False,194992.0
gonfo,False,167510.0
gonga,False,199217.0
gonio,False,195860.0
gonja,False,202865.0
gonna,True,204612.5
gonne,False,192084.5
gonza,False,213179.0
gonze,False,200651.0
gonzi,False,187376.0
gonzo,False,159894.0
gordi,False,214234.0
gorga,False,213751.0
gorge,False,201223.0
gorgo,False,160466.0
gorna,False,257806.0
gorne,False,245278.0
gotha,False,213103.0
gotta,False,214491.5
gotte,False,201963.5
gotti,False,188688.5
gotto,False,161206.5
gouda,False,214639.0
gozzi,False,147942.0
gozzo,False,120460.0
grada,False,169047.0
grade,False,217786.0
gradi,False,204511.0
grado,True,227837.0
grafi,False,199803.0
grafo,False,223129.0
graia,False,192689.0
graie,False,241428.0
graii,False,169510.0
graio,False,251479.0
grama,False,177711.0
grame,False,226450.0
grami,False,213175.0
gramo,False,236501.0
grana,False,186816.0
grane,False,235555.0
grani,False,222280.0
grano,True,245606.0
grata,False,197016.0
grate,False,245755.0
grati,False,232480.0
grato,True,255806.0
grava,False,163853.0
grave,True,212592.0
gravi,False,199317.0
gravo,False,222643.0
grazi,False,192187.0
greca,False,241543.0
greci,False,215740.0
greco,True,239066.0
green,False,151134.0
gremi,False,207906.0
greti,False,227211.0
greto,False,250537.0
greve,False,147404.5
grevi,False,194048.0
grica,False,232751.0
grici,False,149995.0
grico,False,230274.0
grida,False,216253.0
gride,False,203725.0
gridi,False,133497.0
grido,True,213776.0
grifa,False,211545.0
grifi,False,128789.0
grifo,False,209068.0
grige,False,177439.0
grigi,False,107211.0
grill,False,146378.0
grima,False,224917.0
