,Number,After 1,2,After 2,3,After 3,4,After 4,5,After 5,6,After 6,7,After 7,8,After 8,9
creme,3,39,puris,3,creme,,,,,,,,,,,,
crepe,3,39,puris,1,crepe,,,,,,,,,,,,
crept,4,29,trier,5,epics,1,crept,,,,,,,,,,
cress,4,102,drier,4,caphs,1,cress,,,,,,,,,,
crest,4,29,trier,5,epics,1,crest,,,,,,,,,,
crick,4,63,cursi,3,chirp,1,crick,,,,,,,,,,
cried,3,102,drier,3,cried,,,,,,,,,,,,
crier,3,102,drier,1,crier,,,,,,,,,,,,
crime,4,39,puris,7,dimbo,2,crime,,,,,,,,,,
crimp,4,63,cursi,3,chirp,1,crimp,,,,,,,,,,
crisp,3,63,cursi,1,crisp,,,,,,,,,,,,
croak,4,28,armor,4,boong,1,croak,,,,,,,,,,
crock,4,57,croon,4,dawks,1,crock,,,,,,,,,,
crone,4,19,probs,6,daven,1,crone,,,,,,,,,,
crony,3,57,croon,1,crony,,,,,,,,,,,,
crook,3,57,croon,1,crook,,,,,,,,,,,,
cross,4,57,croon,4,dawks,1,cross,,,,,,,,,,
croup,4,57,croon,4,dawks,1,croup,,,,,,,,,,
crowd,4,57,croon,4,dawks,1,crowd,,,,,,,,,,
crown,3,57,croon,1,crown,,,,,,,,,,,,
crude,3,39,puris,1,crude,,,,,,,,,,,,
cruel,4,102,drier,6,clung,1,cruel,,,,,,,,,,
crumb,4,63,cursi,3,churn,2,crumb,,,,,,,,,,
crump,5,63,cursi,3,churn,2,crumb,1,crump,,,,,,,,
crush,3,63,cursi,1,crush,,,,,,,,,,,,
crust,3,29,trust,1,crust,,,,,,,,,,,,
crypt,3,29,trust,3,crypt,,,,,,,,,,,,
cubic,4,195,shily,10,cumin,1,cubic,,,,,,,,,,
cumin,3,195,shily,10,cumin,,,,,,,,,,,,
curio,3,57,croon,1,curio,,,,,,,,,,,,
curly,3,63,cursi,3,curly,,,,,,,,,,,,
curry,4,63,cursi,3,curly,2,curry,,,,,,,,,,
curse,3,39,puris,3,curse,,,,,,,,,,,,
curve,3,39,puris,1,curve,,,,,,,,,,,,
curvy,5,63,cursi,3,curly,2,curry,1,curvy,,,,,,,,
cutie,3,17,liths,2,cutie,,,,,,,,,,,,
cyber,4,102,drier,22,buhls,2,cyber,,,,,,,,,,
cycle,4,83,suing,6,celeb,1,cycle,,,,,,,,,,
cynic,3,195,shily,1,cynic,,,,,,,,,,,,
daddy,4,112,layin,17,ducks,1,daddy,,,,,,,,,,
daily,3,112,layin,2,daily,,,,,,,,,,,,
dairy,3,35,carry,3,dairy,,,,,,,,,,,,
daisy,3,112,layin,1,daisy,,,,,,,,,,,,
dally,4,112,layin,7,dells,1,dally,,,,,,,,,,
dance,4,45,mauls,7,dingy,1,dance,,,,,,,,,,
dandy,4,112,layin,10,scand,2,dandy,,,,,,,,,,
datum,3,50,cunit,1,datum,,,,,,,,,,,,
daunt,4,50,cunit,6,dight,1,daunt,,,,,,,,,,
dealt,3,12,lends,1,dealt,,,,,,,,,,,,
death,2,3,death,,,,,,,,,,,,,,
debar,3,42,baler,1,debar,,,,,,,,,,,,
debit,4,56,sleet,6,cebid,1,debit,,,,,,,,,,
debug,3,106,lined,3,debug,,,,,,,,,,,,
debut,4,56,sleet,6,cebid,1,debut,,,,,,,,,,
decal,4,55,penal,4,cadge,1,decal,,,,,,,,,,
decay,3,55,penal,2,decay,,,,,,,,,,,,
decor,3,10,order,1,decor,,,,,,,,,,,,
decoy,3,19,melon,1,decoy,,,,,,,,,,,,
decry,3,102,drier,2,decry,,,,,,,,,,,,
defer,3,102,drier,1,defer,,,,,,,,,,,,
deign,3,106,lined,1,deign,,,,,,,,,,,,
deity,3,12,pithy,1,deity,,,,,,,,,,,,
delay,3,55,penal,1,delay,,,,,,,,,,,,
delta,2,2,delta,,,,,,,,,,,,,,
delve,4,83,suing,6,celeb,1,delve,,,,,,,,,,
demon,3,19,melon,1,demon,,,,,,,,,,,,
demur,3,102,drier,1,demur,,,,,,,,,,,,
denim,3,106,lined,1,denim,,,,,,,,,,,,
dense,3,83,suing,1,dense,,,,,,,,,,,,
depot,3,8,detox,1,depot,,,,,,,,,,,,
depth,3,12,pithy,1,depth,,,,,,,,,,,,
derby,4,102,drier,2,decry,1,derby,,,,,,,,,,
deter,4,29,trier,7,etens,2,deter,,,,,,,,,,
detox,2,8,detox,,,,,,,,,,,,,,
deuce,4,83,suing,5,decaf,1,deuce,,,,,,,,,,
devil,3,106,lined,1,devil,,,,,,,,,,,,
diary,3,51,drink,1,diary,,,,,,,,,,,,
dicey,3,106,lined,1,dicey,,,,,,,,,,,,
digit,4,63,suint,7,humid,1,digit,,,,,,,,,,
dilly,4,195,shily,6,milds,1,dilly,,,,,,,,,,
dimly,4,195,shily,6,milds,1,dimly,,,,,,,,,,
diner,3,102,drier,2,diner,,,,,,,,,,,,
dingo,4,66,snool,3,bingo,1,dingo,,,,,,,,,,
dingy,4,195,shily,13,pownd,1,dingy,,,,,,,,,,
diode,4,30,clons,3,biome,1,diode,,,,,,,,,,
dirge,3,39,puris,1,dirge,,,,,,,,,,,,
dirty,3,6,grimy,1,dirty,,,,,,,,,,,,
disco,3,66,snool,1,disco,,,,,,,,,,,,
ditch,3,63,suint,7,ditch,,,,,,,,,,,,
ditto,3,8,phono,2,ditto,,,,,,,,,,,,
ditty,4,21,shiny,5,baked,1,ditty,,,,,,,,,,
diver,4,102,drier,2,diner,1,diver,,,,,,,,,,
dizzy,5,195,shily,13,pownd,3,baddy,1,dizzy,,,,,,,,
dodge,3,22,gusli,1,dodge,,,,,,,,,,,,
dodgy,3,71,cundy,3,dodgy,,,,,,,,,,,,
dogma,3,16,comal,1,dogma,,,,,,,,,,,,
doing,3,71,cundy,1,doing,,,,,,,,,,,,
dolly,4,71,cundy,3,dodgy,1,dolly,,,,,,,,,,
donor,4,18,myrrh,2,color,1,donor,,,,,,,,,,
donut,3,26,cunit,1,donut,,,,,,,,,,,,
dopey,3,21,wynds,1,dopey,,,,,,,,,,,,
doubt,3,26,cunit,3,doubt,,,,,,,,,,,,
dough,3,71,cundy,2,dough,,,,,,,,,,,,
dowdy,4,71,cundy,6,whomp,1,dowdy,,,,,,,,,,
dowel,3,21,wynds,1,dowel,,,,,,,,,,,,
downy,3,71,cundy,1,downy,,,,,,,,,,,,
dowry,3,18,myrrh,1,dowry,,,,,,,,,,,,
dozen,3,21,wynds,1,dozen,,,,,,,,,,,,
draft,4,20,trist,4,acing,1,draft,,,,,,,,,,
drain,3,51,drink,1,drain,,,,,,,,,,,,
drake,4,23,crags,5,baked,1,drake,,,,,,,,,,
drama,3,51,drink,2,drama,,,,,,,,,,,,
drank,3,51,drink,1,drank,,,,,,,,,,,,
drape,4,23,crags,5,baked,1,drape,,,,,,,,,,
drawl,4,51,drink,2,drama,1,drawl,,,,,,,,,,
drawn,3,51,drink,1,drawn,,,,,,,,,,,,
dread,4,42,baler,7,adman,1,dread,,,,,,,,,,
dream,4,42,baler,7,adman,1,dream,,,,,,,,,,
dress,3,102,drier,1,dress,,,,,,,,,,,,
dried,3,102,drier,1,dried,,,,,,,,,,,,
drier,2,102,drier,,,,,,,,,,,,,,
drift,4,29,trust,3,crypt,1,drift,,,,,,,,,,
drill,4,63,cursi,13,gland,1,drill,,,,,,,,,,
drink,4,63,cursi,13,gland,1,drink,,,,,,,,,,
drive,4,39,puris,7,dimbo,1,drive,,,,,,,,,,
droit,3,21,trout,3,droit,,,,,,,,,,,,
droll,5,57,croon,9,plugs,2,broil,1,droll,,,,,,,,
drone,4,19,probs,6,daven,1,drone,,,,,,,,,,
drool,4,57,croon,7,blimp,1,drool,,,,,,,,,,
droop,4,57,croon,7,blimp,1,droop,,,,,,,,,,
dross,4,57,croon,9,plugs,1,dross,,,,,,,,,,
drove,4,19,probs,6,daven,1,drove,,,,,,,,,,
drown,4,57,croon,5,bewig,2,drown,,,,,,,,,,
druid,3,63,cursi,1,druid,,,,,,,,,,,,
drunk,4,63,cursi,4,bling,1,drunk,,,,,,,,,,
dryer,3,102,drier,1,dryer,,,,,,,,,,,,
dryly,3,63,cursi,2,dryly,,,,,,,,,,,,
duchy,3,195,shily,2,duchy,,,,,,,,,,,,
dully,4,195,shily,4,badge,1,dully,,,,,,,,,,
dummy,4,195,shily,18,pygmy,2,dummy,,,,,,,,,,
dumpy,4,195,shily,18,pygmy,2,dumpy,,,,,,,,,,
dunce,3,83,suing,1,dunce,,,,,,,,,,,,
dusky,4,195,shily,4,kusso,2,dusky,,,,,,,,,,
dusty,4,21,shiny,4,algid,1,dusty,,,,,,,,,,
dutch,4,63,suint,3,butch,2,dutch,,,,,,,,,,
duvet,3,56,sleet,3,duvet,,,,,,,,,,,,
dwarf,3,51,drink,1,dwarf,,,,,,,,,,,,
dwell,3,106,lined,1,dwell,,,,,,,,,,,,
dwelt,3,56,sleet,2,dwelt,,,,,,,,,,,,
dying,3,195,shily,2,dying,,,,,,,,,,,,
eager,4,42,baler,14,gymps,2,eager,,,,,,,,,,
eagle,4,45,mauls,4,badge,1,eagle,,,,,,,,,,
early,3,42,baler,1,early,,,,,,,,,,,,
earth,2,1,earth,,,,,,,,,,,,,,
easel,4,55,penal,6,baghs,1,easel,,,,,,,,,,
eaten,3,25,cleat,3,eaten,,,,,,,,,,,,
eater,4,17,tater,5,elchi,1,eater,,,,,,,,,,
ebony,3,19,melon,1,ebony,,,,,,,,,,,,
eclat,3,25,cleat,1,eclat,,,,,,,,,,,,
edict,4,56,sleet,6,cebid,1,edict,,,,,,,,,,
edify,3,106,lined,2,edify,,,,,,,,,,,,
eerie,3,39,puris,1,eerie,,,,,,,,,,,,
egret,4,29,trier,2,beret,1,egret,,,,,,,,,,
eight,4,56,sleet,6,cebid,1,eight,,,,,,,,,,
eject,3,56,sleet,2,eject,,,,,,,,,,,,
eking,4,106,lined,6,being,2,eking,,,,,,,,,,
elate,3,7,ables,2,elate,,,,,,,,,,,,
elbow,3,19,melon,1,elbow,,,,,,,,,,,,
elder,3,102,drier,3,elder,,,,,,,,,,,,
elect,3,56,sleet,1,elect,,,,,,,,,,,,
elegy,4,106,lined,16,shell,2,elegy,,,,,,,,,,
elfin,3,106,lined,1,elfin,,,,,,,,,,,,
elide,4,83,suing,5,child,1,elide,,,,,,,,,,
elite,3,10,cuish,1,elite,,,,,,,,,,,,
elope,4,30,clons,4,embog,1,elope,,,,,,,,,,
elude,4,83,suing,5,decaf,1,elude,,,,,,,,,,
email,3,11,lymph,1,email,,,,,,,,,,,,
embed,4,106,lined,3,bused,1,embed,,,,,,,,,,
ember,5,102,drier,22,buhls,2,cyber,1,ember,,,,,,,,
emcee,4,83,suing,6,celeb,1,emcee,,,,,,,,,,
empty,3,12,pithy,1,empty,,,,,,,,,,,,
enact,3,12,lends,1,enact,,,,,,,,,,,,
endow,3,19,melon,3,endow,,,,,,,,,,,,
enema,4,55,penal,6,ashen,1,enema,,,,,,,,,,
enemy,4,106,lined,2,begun,1,enemy,,,,,,,,,,
enjoy,4,19,melon,3,endow,2,enjoy,,,,,,,,,,
ennui,3,106,lined,1,ennui,,,,,,,,,,,,
ensue,3,83,suing,1,ensue,,,,,,,,,,,,
enter,4,29,trier,7,etens,1,enter,,,,,,,,,,
entry,3,29,trier,3,entry,,,,,,,,,,,,
envoy,5,19,melon,3,endow,2,enjoy,1,envoy,,,,,,,,
epoch,3,19,melon,3,epoch,,,,,,,,,,,,
epoxy,4,19,melon,3,epoch,1,epoxy,,,,,,,,,,
equal,3,55,penal,2,equal,,,,,,,,,,,,
equip,4,106,lined,3,sheik,1,equip,,,,,,,,,,
erase,3,23,crags,1,erase,,,,,,,,,,,,
erect,4,29,trier,5,epics,1,erect,,,,,,,,,,
erode,4,19,probs,6,daven,1,erode,,,,,,,,,,
error,3,10,order,1,error,,,,,,,,,,,,
erupt,4,29,trier,5,epics,1,erupt,,,,,,,,,,
essay,4,55,penal,2,ahead,1,essay,,,,,,,,,,
ester,4,29,trier,7,etens,1,ester,,,,,,,,,,
ether,4,29,trier,7,etens,1,ether,,,,,,,,,,
ethic,4,56,sleet,5,ditch,1,ethic,,,,,,,,,,
ethos,3,8,detox,1,ethos,,,,,,,,,,,,
etude,3,17,liths,2,etude,,,,,,,,,,,,
evade,4,42,plush,8,awing,1,evade,,,,,,,,,,
event,4,56,sleet,2,eject,1,event,,,,,,,,,,
every,4,102,drier,10,merry,2,every,,,,,,,,,,
evict,4,56,sleet,6,cebid,1,evict,,,,,,,,,,
evoke,4,30,clons,3,biome,1,evoke,,,,,,,,,,
exact,3,12,lends,1,exact,,,,,,,,,,,,
exalt,3,12,lends,1,exalt,,,,,,,,,,,,
excel,4,106,lined,9,beeps,1,excel,,,,,,,,,,
exert,4,29,trier,3,entry,1,exert,,,,,,,,,,
exile,4,83,suing,5,child,1,exile,,,,,,,,,,
exist,3,56,sleet,2,exist,,,,,,,,,,,,
expel,4,106,lined,9,beeps,1,expel,,,,,,,,,,
extol,3,8,detox,1,extol,,,,,,,,,,,,
extra,3,17,tater,1,extra,,,,,,,,,,,,
exult,3,56,sleet,1,exult,,,,,,,,,,,,
eying,5,106,lined,6,being,2,eking,1,eying,,,,,,,,
fable,5,45,mauls,4,badge,2,cable,1,fable,,,,,,,,
facet,3,25,cleat,1,facet,,,,,,,,,,,,
faint,4,50,cunit,4,flaps,1,faint,,,,,,,,,,
fairy,4,35,carry,3,dairy,2,fairy,,,,,,,,,,
faith,3,18,patsy,3,faith,,,,,,,,,,,,
false,3,45,mauls,3,false,,,,,,,,,,,,
fancy,4,112,layin,10,scand,1,fancy,,,,,,,,,,
fanny,4,112,layin,10,scand,2,fanny,,,,,,,,,,
farce,4,10,garis,2,carve,1,farce,,,,,,,,,,
fatal,4,50,cunit,6,aptly,1,fatal,,,,,,,,,,
fatty,4,18,patsy,4,abaca,2,fatty,,,,,,,,,,
fault,4,50,cunit,5,fauld,1,fault,,,,,,,,,,
fauna,3,112,layin,3,fauna,,,,,,,,,,,,
favor,4,28,armor,5,lavas,1,favor,,,,,,,,,,
feast,4,12,lends,3,beast,2,feast,,,,,,,,,,
fecal,4,55,penal,4,cadge,1,fecal,,,,,,,,,,
feign,4,106,lined,6,being,2,feign,,,,,,,,,,
fella,3,55,penal,1,fella,,,,,,,,,,,,
felon,3,19,melon,1,felon,,,,,,,,,,,,
femme,4,83,suing,6,celeb,1,femme,,,,,,,,,,
femur,3,102,drier,2,femur,,,,,,,,,,,,
fence,3,83,suing,3,fence,,,,,,,,,,,,
feral,3,42,baler,1,feral,,,,,,,,,,,,
ferry,4,102,drier,3,berry,2,ferry,,,,,,,,,,
fetal,3,25,cleat,3,fetal,,,,,,,,,,,,
fetch,4,56,sleet,5,ditch,1,fetch,,,,,,,,,,
fetid,4,56,sleet,5,ditch,1,fetid,,,,,,,,,,
fetus,3,56,sleet,1,fetus,,,,,,,,,,,,
fever,5,102,drier,22,buhls,4,fawns,1,fever,,,,,,,,
fewer,5,102,drier,22,buhls,4,fawns,1,fewer,,,,,,,,
fiber,4,102,drier,15,final,2,fiber,,,,,,,,,,
fibre,4,39,puris,7,dimbo,1,fibre,,,,,,,,,,
ficus,3,195,shily,3,ficus,,,,,,,,,,,,
field,3,106,lined,3,field,,,,,,,,,,,,
fiend,3,106,lined,1,fiend,,,,,,,,,,,,
fiery,3,102,drier,3,fiery,,,,,,,,,,,,
fifth,4,21,shiny,3,filth,1,fifth,,,,,,,,,,
fifty,5,21,shiny,5,baked,2,witty,1,fifty,,,,,,,,
fight,5,63,suint,7,humid,4,awful,1,fight,,,,,,,,
filer,4,102,drier,15,final,1,filer,,,,,,,,,,
filet,3,56,sleet,2,filet,,,,,,,,,,,,
filly,5,195,shily,6,milds,3,abaft,1,filly,,,,,,,,
filmy,3,195,shily,2,filmy,,,,,,,,,,,,
filth,3,21,shiny,3,filth,,,,,,,,,,,,
final,3,112,layin,1,final,,,,,,,,,,,,
finch,5,195,shily,5,cumin,3,awful,1,finch,,,,,,,,
finer,4,102,drier,15,final,1,finer,,,,,,,,,,
first,3,29,trust,1,first,,,,,,,,,,,,
fishy,3,195,shily,1,fishy,,,,,,,,,,,,
fixer,5,102,drier,15,final,2,fiber,1,fixer,,,,,,,,
fizzy,5,195,shily,13,pownd,2,jiffy,1,fizzy,,,,,,,,
fjord,4,57,croon,5,fluid,1,fjord,,,,,,,,,,
flack,5,71,slick,3,black,2,clack,1,flack,,,,,,,,
flail,3,71,slick,3,flail,,,,,,,,,,,,
flair,4,51,drink,2,chair,1,flair,,,,,,,,,,
flake,4,42,plush,7,badge,2,flake,,,,,,,,,,
flaky,3,71,slick,1,flaky,,,,,,,,,,,,
flame,5,42,plush,7,badge,2,flake,1,flame,,,,,,,,
flank,4,71,slick,3,blank,2,flank,,,,,,,,,,
flare,5,23,crags,3,aware,2,blare,1,flare,,,,,,,,
flash,3,71,slick,2,flash,,,,,,,,,,,,
flask,3,71,slick,1,flask,,,,,,,,,,,,
fleck,5,106,lined,16,shell,2,elegy,1,fleck,,,,,,,,
fleet,3,56,sleet,1,fleet,,,,,,,,,,,,
flesh,4,106,lined,16,shell,1,flesh,,,,,,,,,,
flick,5,195,shily,10,banco,2,click,1,flick,,,,,,,,
flier,3,102,drier,3,flier,,,,,,,,,,,,
fling,4,195,shily,10,banco,1,fling,,,,,,,,,,
flint,3,63,suint,2,flint,,,,,,,,,,,,
flirt,3,29,trust,1,flirt,,,,,,,,,,,,
float,3,17,bloat,2,float,,,,,,,,,,,,
flock,5,66,snool,4,chuck,2,block,1,flock,,,,,,,,
flood,4,66,snool,4,bedim,1,flood,,,,,,,,,,
floor,3,57,croon,1,floor,,,,,,,,,,,,
flora,4,28,armor,2,cargo,1,flora,,,,,,,,,,
floss,3,66,snool,2,floss,,,,,,,,,,,,
flour,4,57,croon,5,fluid,1,flour,,,,,,,,,,
flout,4,26,stout,2,clout,1,flout,,,,,,,,,,
flown,5,66,snool,4,aband,2,clown,1,flown,,,,,,,,
fluff,5,195,shily,11,pance,2,bluff,1,fluff,,,,,,,,
fluid,4,195,shily,7,picul,1,fluid,,,,,,,,,,
fluke,4,83,suing,5,decaf,2,fluke,,,,,,,,,,
flume,5,83,suing,5,decaf,2,fluke,1,flume,,,,,,,,
flung,4,195,shily,11,pance,2,flung,,,,,,,,,,
flunk,5,195,shily,11,pance,2,flung,1,flunk,,,,,,,,
flush,4,195,shily,3,blush,2,flush,,,,,,,,,,
flute,3,10,cuish,1,flute,,,,,,,,,,,,
flyer,5,102,drier,22,buhls,3,flype,1,flyer,,,,,,,,
foamy,3,5,lymph,1,foamy,,,,,,,,,,,,
focal,3,16,comal,3,focal,,,,,,,,,,,,
focus,4,71,cundy,4,flush,1,focus,,,,,,,,,,
foggy,4,71,cundy,19,blogs,1,foggy,,,,,,,,,,
foist,4,26,cunit,4,fehme,1,foist,,,,,,,,,,
folio,4,71,cundy,2,bosom,1,folio,,,,,,,,,,
folly,5,71,cundy,19,blogs,4,aflaj,1,folly,,,,,,,,
foray,3,9,byrls,1,foray,,,,,,,,,,,,
force,3,7,gnash,1,force,,,,,,,,,,,,
forge,3,7,gnash,1,forge,,,,,,,,,,,,
forgo,3,18,myrrh,2,forgo,,,,,,,,,,,,
forte,2,1,forte,,,,,,,,,,,,,,
forth,2,4,forth,,,,,,,,,,,,,,
forty,3,4,forth,1,forty,,,,,,,,,,,,
forum,3,18,myrrh,1,forum,,,,,,,,,,,,
found,4,71,cundy,7,bumfs,1,found,,,,,,,,,,
foyer,4,20,scowl,8,nymph,1,foyer,,,,,,,,,,
frail,3,51,drink,2,frail,,,,,,,,,,,,
frame,4,23,crags,5,baked,1,frame,,,,,,,,,,
frank,4,51,drink,3,crank,2,frank,,,,,,,,,,
fraud,3,51,drink,1,fraud,,,,,,,,,,,,
freak,5,42,baler,7,adman,3,awful,1,freak,,,,,,,,
freed,4,102,drier,4,befog,1,freed,,,,,,,,,,
freer,3,102,drier,1,freer,,,,,,,,,,,,
fresh,4,102,drier,4,caphs,1,fresh,,,,,,,,,,
friar,4,35,carry,2,briar,1,friar,,,,,,,,,,
fried,4,102,drier,3,cried,2,fried,,,,,,,,,,
frill,5,63,cursi,13,gland,3,wharf,1,frill,,,,,,,,
frisk,4,63,cursi,3,brisk,1,frisk,,,,,,,,,,
fritz,3,6,grimy,1,fritz,,,,,,,,,,,,
frock,3,57,croon,1,frock,,,,,,,,,,,,
frond,4,57,croon,4,dingy,1,frond,,,,,,,,,,
front,4,21,trout,3,droit,2,front,,,,,,,,,,
frost,5,21,trout,3,droit,2,front,1,frost,,,,,,,,
froth,3,2,broth,1,froth,,,,,,,,,,,,
frown,5,57,croon,5,bewig,2,drown,1,frown,,,,,,,,
froze,4,19,probs,6,daven,1,froze,,,,,,,,,,
fruit,4,29,trust,3,brunt,1,fruit,,,,,,,,,,
fudge,4,83,suing,6,blaud,2,fudge,,,,,,,,,,
fugue,4,83,suing,6,blaud,1,fugue,,,,,,,,,,
fully,4,195,shily,4,badge,1,fully,,,,,,,,,,
fungi,4,195,shily,10,cumin,1,fungi,,,,,,,,,,
funky,5,195,shily,18,pygmy,5,aband,1,funky,,,,,,,,
funny,5,195,shily,18,pygmy,5,aband,1,funny,,,,,,,,
furor,4,57,croon,5,virus,2,furor,,,,,,,,,,
furry,4,63,cursi,4,alarm,2,furry,,,,,,,,,,
fussy,4,195,shily,4,kusso,1,fussy,,,,,,,,,,
fuzzy,5,195,shily,18,pygmy,5,aband,1,fuzzy,,,,,,,,
gaffe,4,45,mauls,7,dingy,1,gaffe,,,,,,,,,,
gaily,4,112,layin,2,daily,1,gaily,,,,,,,,,,
gamer,4,42,baler,14,gymps,1,gamer,,,,,,,,,,
gamma,3,112,layin,6,gamma,,,,,,,,,,,,
gamut,4,50,cunit,5,fauld,1,gamut,,,,,,,,,,
gassy,4,112,layin,17,ducks,4,gassy,,,,,,,,,,
gaudy,4,112,layin,17,ducks,1,gaudy,,,,,,,,,,
gauge,3,45,mauls,2,gauge,,,,,,,,,,,,
gaunt,4,50,cunit,6,dight,1,gaunt,,,,,,,,,,
gauze,4,45,mauls,2,gauge,1,gauze,,,,,,,,,,
gavel,4,55,penal,6,baghs,1,gavel,,,,,,,,,,
gawky,4,112,layin,17,ducks,1,gawky,,,,,,,,,,
gayer,4,42,baler,14,gymps,1,gayer,,,,,,,,,,
gayly,3,112,layin,1,gayly,,,,,,,,,,,,
gazer,4,42,baler,14,gymps,1,gazer,,,,,,,,,,
gecko,3,19,melon,1,gecko,,,,,,,,,,,,
geeky,4,106,lined,8,hecks,1,geeky,,,,,,,,,,
geese,3,83,suing,1,geese,,,,,,,,,,,,
genie,4,83,suing,3,binge,1,genie,,,,,,,,,,
genre,4,39,puris,3,creme,1,genre,,,,,,,,,,
ghost,3,26,stout,1,ghost,,,,,,,,,,,,
ghoul,3,66,snool,1,ghoul,,,,,,,,,,,,
giant,3,23,stint,1,giant,,,,,,,,,,,,
giddy,5,195,shily,13,pownd,3,baddy,1,giddy,,,,,,,,
gipsy,3,195,shily,3,gipsy,,,,,,,,,,,,
girly,3,63,cursi,1,girly,,,,,,,,,,,,
girth,3,6,grimy,1,girth,,,,,,,,,,,,
given,3,106,lined,2,given,,,,,,,,,,,,
giver,5,102,drier,15,final,5,vamps,1,giver,,,,,,,,
glade,4,42,plush,7,badge,1,glade,,,,,,,,,,
gland,4,71,slick,4,banda,1,gland,,,,,,,,,,
glare,3,23,crags,1,glare,,,,,,,,,,,,
glass,4,71,slick,2,flash,1,glass,,,,,,,,,,
glaze,4,42,plush,7,badge,1,glaze,,,,,,,,,,
gleam,4,55,penal,2,bleak,1,gleam,,,,,,,,,,
glean,4,55,penal,2,clean,1,glean,,,,,,,,,,
glide,3,83,suing,1,glide,,,,,,,,,,,,
glint,4,63,suint,2,flint,1,glint,,,,,,,,,,
gloat,4,17,bloat,2,float,1,gloat,,,,,,,,,,
globe,4,30,clons,4,embog,1,globe,,,,,,,,,,
gloom,4,66,snool,4,bedim,1,gloom,,,,,,,,,,
glory,4,57,croon,5,fluid,1,glory,,,,,,,,,,
gloss,4,66,snool,2,floss,1,gloss,,,,,,,,,,
glove,4,30,clons,4,embog,1,glove,,,,,,,,,,
glyph,3,195,shily,3,glyph,,,,,,,,,,,,
gnash,4,71,slick,4,mungs,1,gnash,,,,,,,,,,
gnome,3,30,clons,1,gnome,,,,,,,,,,,,
godly,4,71,cundy,3,dodgy,1,godly,,,,,,,,,,
going,3,71,cundy,2,going,,,,,,,,,,,,
golem,3,21,wynds,2,golem,,,,,,,,,,,,
golly,4,71,cundy,19,blogs,1,golly,,,,,,,,,,
gonad,3,16,comal,1,gonad,,,,,,,,,,,,
goner,4,20,scowl,8,nymph,1,goner,,,,,,,,,,
goody,4,71,cundy,6,whomp,1,goody,,,,,,,,,,
gooey,4,21,wynds,2,covey,1,gooey,,,,,,,,,,
goofy,4,71,cundy,19,blogs,1,goofy,,,,,,,,,,
goose,3,22,gusli,1,goose,,,,,,,,,,,,
gorge,3,7,gnash,1,gorge,,,,,,,,,,,,
gouge,3,22,gusli,1,gouge,,,,,,,,,,,,
gourd,3,18,myrrh,1,gourd,,,,,,,,,,,,
grace,3,23,crags,1,grace,,,,,,,,,,,,
grade,4,23,crags,4,paved,1,grade,,,,,,,,,,
graft,4,20,trist,4,acing,1,graft,,,,,,,,,,
grail,4,51,drink,2,frail,1,grail,,,,,,,,,,
grain,4,51,drink,2,brain,1,grain,,,,,,,,,,
grand,4,51,drink,2,brand,1,grand,,,,,,,,,,
grant,4,20,trist,4,acing,1,grant,,,,,,,,,,
grape,4,23,crags,4,paved,1,grape,,,,,,,,,,
graph,4,51,drink,12,psych,1,graph,,,,,,,,,,
grasp,4,51,drink,12,psych,1,grasp,,,,,,,,,,
grass,5,51,drink,12,psych,2,brass,1,grass,,,,,,,,
grate,3,3,crate,2,grate,,,,,,,,,,,,
grave,4,23,crags,4,paved,1,grave,,,,,,,,,,
gravy,4,51,drink,12,psych,1,gravy,,,,,,,,,,
graze,4,23,crags,4,paved,1,graze,,,,,,,,,,
great,4,17,tater,3,alert,1,great,,,,,,,,,,
greed,4,102,drier,4,befog,1,greed,,,,,,,,,,
green,4,102,drier,6,clung,1,green,,,,,,,,,,
greet,3,29,trier,1,greet,,,,,,,,,,,,
grief,4,102,drier,2,brief,1,grief,,,,,,,,,,
grill,4,63,cursi,13,gland,1,grill,,,,,,,,,,
grime,5,39,puris,7,dimbo,2,crime,1,grime,,,,,,,,
grimy,4,63,cursi,13,gland,1,grimy,,,,,,,,,,
grind,4,63,cursi,13,gland,1,grind,,,,,,,,,,
gripe,3,39,puris,1,gripe,,,,,,,,,,,,
groan,4,28,armor,4,boong,1,groan,,,,,,,,,,
groin,4,57,croon,5,bewig,1,groin,,,,,,,,,,
groom,4,57,croon,7,blimp,1,groom,,,,,,,,,,
grope,3,19,probs,1,grope,,,,,,,,,,,,
gross,4,57,croon,9,plugs,1,gross,,,,,,,,,,
group,4,57,croon,9,plugs,1,group,,,,,,,,,,
grout,3,21,trout,1,grout,,,,,,,,,,,,
grove,4,19,probs,6,daven,1,grove,,,,,,,,,,
growl,4,57,croon,9,plugs,1,growl,,,,,,,,,,
grown,4,57,croon,5,bewig,1,grown,,,,,,,,,,
gruel,4,102,drier,6,clung,1,gruel,,,,,,,,,,
gruff,4,63,cursi,4,bling,1,gruff,,,,,,,,,,
grunt,4,29,trust,3,brunt,1,grunt,,,,,,,,,,
guard,4,51,drink,4,chugs,1,guard,,,,,,,,,,
guava,3,71,slick,1,guava,,,,,,,,,,,,
guess,4,106,lined,8,hecks,1,guess,,,,,,,,,,
guest,4,56,sleet,3,chest,2,guest,,,,,,,,,,
guide,3,83,suing,2,guide,,,,,,,,,,,,
