,Number,After 1,2,After 2,3,After 3,4,After 4,5,After 5,6,After 6,7,After 7,8,After 8,9
creme,4,127,price,4,crude,2,creme,,,,,,,,,,
crepe,3,127,price,1,crepe,,,,,,,,,,,,
crept,3,401,cider,3,crept,,,,,,,,,,,,
cress,4,198,riser,84,crest,1,cress,,,,,,,,,,
crest,3,198,riser,84,crest,,,,,,,,,,,,
crick,5,175,briny,26,trick,3,prick,1,crick,,,,,,,,
cried,3,401,cider,1,cried,,,,,,,,,,,,
crier,3,401,cider,1,crier,,,,,,,,,,,,
crime,3,127,price,2,crime,,,,,,,,,,,,
crimp,4,175,briny,26,trick,1,crimp,,,,,,,,,,
crisp,3,178,brust,5,crisp,,,,,,,,,,,,
croak,4,79,manor,13,broad,4,croak,,,,,,,,,,
crock,5,143,croon,7,croup,5,crowd,1,crock,,,,,,,,
crone,4,34,prove,19,drone,5,crone,,,,,,,,,,
crony,3,143,croon,2,crony,,,,,,,,,,,,
crook,3,143,croon,2,crook,,,,,,,,,,,,
cross,2,66,cross,,,,,,,,,,,,,,
croup,3,143,croon,7,croup,,,,,,,,,,,,
crowd,4,143,croon,7,croup,5,crowd,,,,,,,,,,
crown,3,143,croon,1,crown,,,,,,,,,,,,
crude,3,127,price,4,crude,,,,,,,,,,,,
cruel,4,401,cider,6,creek,2,cruel,,,,,,,,,,
crumb,3,175,briny,2,crumb,,,,,,,,,,,,
crump,4,175,briny,11,trump,3,crump,,,,,,,,,,
crush,3,178,brust,4,crush,,,,,,,,,,,,
crust,3,178,brust,3,crust,,,,,,,,,,,,
crypt,3,175,briny,2,crypt,,,,,,,,,,,,
cubic,5,577,linty,27,quich,6,pubic,1,cubic,,,,,,,,
cumin,4,577,linty,18,unzip,3,cumin,,,,,,,,,,
curio,3,143,croon,1,curio,,,,,,,,,,,,
curly,4,175,briny,20,curdy,2,curly,,,,,,,,,,
curry,3,46,chirl,1,curry,,,,,,,,,,,,
curse,3,24,nurse,3,curse,,,,,,,,,,,,
curve,3,127,price,4,curve,,,,,,,,,,,,
curvy,5,175,briny,20,curdy,2,curly,1,curvy,,,,,,,,
cutie,3,302,tuile,1,cutie,,,,,,,,,,,,
cyber,3,401,cider,6,cyber,,,,,,,,,,,,
cycle,3,302,tuile,6,cycle,,,,,,,,,,,,
cynic,3,577,linty,1,cynic,,,,,,,,,,,,
daddy,5,769,canty,64,badly,4,paddy,1,daddy,,,,,,,,
daily,4,769,canty,64,badly,2,daily,,,,,,,,,,
dairy,3,74,hairy,4,dairy,,,,,,,,,,,,
daisy,3,601,pasty,3,daisy,,,,,,,,,,,,
dally,5,769,canty,64,badly,2,daily,1,dally,,,,,,,,
dance,5,156,maile,40,gauge,23,bathe,2,dance,,,,,,,,
dandy,5,769,canty,17,manly,12,handy,1,dandy,,,,,,,,
datum,4,769,canty,44,fault,1,datum,,,,,,,,,,
daunt,3,769,canty,18,daunt,,,,,,,,,,,,
dealt,3,51,leach,5,dealt,,,,,,,,,,,,
death,3,51,leach,5,death,,,,,,,,,,,,
debar,3,257,later,18,debar,,,,,,,,,,,,
debit,4,608,inlet,11,edict,2,debit,,,,,,,,,,
debug,4,608,inlet,40,beefy,3,debug,,,,,,,,,,
debut,3,608,inlet,12,debut,,,,,,,,,,,,
decal,3,349,clean,3,decal,,,,,,,,,,,,
decay,3,349,clean,4,decay,,,,,,,,,,,,
decor,3,64,order,1,decor,,,,,,,,,,,,
decoy,4,123,melon,11,depot,2,decoy,,,,,,,,,,
decry,4,44,leery,15,berry,2,decry,,,,,,,,,,
defer,3,401,cider,6,defer,,,,,,,,,,,,
deign,4,608,inlet,23,being,3,deign,,,,,,,,,,
deity,4,608,inlet,13,tepid,1,deity,,,,,,,,,,
delay,4,349,clean,17,metal,5,delay,,,,,,,,,,
delta,4,349,clean,51,bagel,10,delta,,,,,,,,,,
delve,3,302,tuile,22,delve,,,,,,,,,,,,
demon,3,123,melon,1,demon,,,,,,,,,,,,
demur,3,401,cider,2,demur,,,,,,,,,,,,
denim,4,608,inlet,23,being,5,denim,,,,,,,,,,
dense,4,49,guise,16,tense,4,dense,,,,,,,,,,
depot,3,123,melon,11,depot,,,,,,,,,,,,
depth,4,608,inlet,18,hefty,2,depth,,,,,,,,,,
derby,4,401,cider,11,nerdy,1,derby,,,,,,,,,,
deter,4,401,cider,6,defer,1,deter,,,,,,,,,,
detox,4,123,melon,11,depot,1,detox,,,,,,,,,,
deuce,4,302,tuile,11,undue,3,deuce,,,,,,,,,,
devil,4,608,inlet,16,field,1,devil,,,,,,,,,,
diary,3,43,chard,2,diary,,,,,,,,,,,,
dicey,4,608,inlet,40,bicep,3,dicey,,,,,,,,,,
digit,4,577,linty,27,dight,1,digit,,,,,,,,,,
dilly,3,577,linty,14,dilly,,,,,,,,,,,,
dimly,4,577,linty,14,dilly,1,dimly,,,,,,,,,,
diner,3,401,cider,5,diner,,,,,,,,,,,,
dingo,3,254,biont,11,dingo,,,,,,,,,,,,
dingy,4,577,linty,20,dinky,1,dingy,,,,,,,,,,
diode,4,62,clone,13,biome,2,diode,,,,,,,,,,
dirge,3,127,price,19,dirge,,,,,,,,,,,,
dirty,3,175,briny,7,dirty,,,,,,,,,,,,
disco,4,170,glost,54,bison,4,disco,,,,,,,,,,
ditch,4,577,linty,27,dight,1,ditch,,,,,,,,,,
ditto,3,254,biont,2,ditto,,,,,,,,,,,,
ditty,4,577,linty,9,bitty,4,ditty,,,,,,,,,,
diver,4,401,cider,5,diner,4,diver,,,,,,,,,,
dizzy,4,577,linty,42,dippy,4,dizzy,,,,,,,,,,
dodge,4,128,bouge,8,lodge,4,dodge,,,,,,,,,,
dodgy,3,369,gouty,9,dodgy,,,,,,,,,,,,
dogma,4,132,tonal,23,comma,2,dogma,,,,,,,,,,
doing,4,369,gouty,21,login,5,doing,,,,,,,,,,
dolly,4,369,gouty,97,dowly,4,dolly,,,,,,,,,,
donor,4,80,north,6,round,1,donor,,,,,,,,,,
donut,3,369,gouty,3,donut,,,,,,,,,,,,
dopey,4,177,novel,87,motey,13,dopey,,,,,,,,,,
doubt,4,369,gouty,9,mount,4,doubt,,,,,,,,,,
dough,5,369,gouty,5,bough,4,cough,1,dough,,,,,,,,
dowdy,5,369,gouty,97,dowly,2,downy,1,dowdy,,,,,,,,
dowel,5,177,novel,11,towel,2,bowel,1,dowel,,,,,,,,
downy,4,369,gouty,97,dowly,2,downy,,,,,,,,,,
dowry,3,29,loury,5,dowry,,,,,,,,,,,,
dozen,5,177,novel,27,money,12,token,1,dozen,,,,,,,,
draft,4,107,train,12,craft,3,draft,,,,,,,,,,
drain,4,107,train,3,brain,2,drain,,,,,,,,,,
drake,3,39,grace,20,drake,,,,,,,,,,,,
drama,6,107,train,32,crawl,16,graph,2,fraud,1,drama,,,,,,
drank,3,107,train,14,drank,,,,,,,,,,,,
drape,4,39,grace,20,drake,2,drape,,,,,,,,,,
drawl,5,107,train,32,crawl,3,brawl,1,drawl,,,,,,,,
drawn,4,107,train,3,brawn,2,drawn,,,,,,,,,,
dread,5,257,later,48,break,4,dream,1,dread,,,,,,,,
dream,4,257,later,48,break,4,dream,,,,,,,,,,
dress,4,198,riser,84,crest,3,dress,,,,,,,,,,
dried,6,401,cider,6,fried,4,pried,2,tried,1,dried,,,,,,
drier,4,401,cider,2,idler,1,drier,,,,,,,,,,
drift,4,175,briny,26,trick,8,drift,,,,,,,,,,
drill,4,175,briny,26,trick,8,drill,,,,,,,,,,
drink,4,175,briny,6,grind,1,drink,,,,,,,,,,
drive,5,127,price,18,brine,11,write,2,drive,,,,,,,,
droit,5,143,croon,28,proul,10,broth,1,droit,,,,,,,,
droll,5,143,croon,28,proul,5,broil,3,droll,,,,,,,,
drone,3,34,prove,19,drone,,,,,,,,,,,,
drool,4,143,croon,16,brood,4,drool,,,,,,,,,,
droop,5,143,croon,16,brood,4,drool,1,droop,,,,,,,,
dross,3,66,cross,3,dross,,,,,,,,,,,,
drove,3,34,prove,3,drove,,,,,,,,,,,,
drown,5,143,croon,7,grown,3,brown,2,drown,,,,,,,,
druid,4,175,briny,2,fruit,1,druid,,,,,,,,,,
drunk,4,175,briny,8,trunk,3,drunk,,,,,,,,,,
dryer,4,401,cider,6,defer,2,dryer,,,,,,,,,,
dryly,3,175,briny,5,dryly,,,,,,,,,,,,
duchy,4,577,linty,54,dumpy,3,duchy,,,,,,,,,,
dully,4,577,linty,20,bully,6,dully,,,,,,,,,,
dummy,4,577,linty,54,dumpy,2,dummy,,,,,,,,,,
dumpy,3,577,linty,54,dumpy,,,,,,,,,,,,
dunce,4,302,tuile,20,fudge,2,dunce,,,,,,,,,,
dusky,4,505,mushy,14,dusty,1,dusky,,,,,,,,,,
dusty,3,505,mushy,14,dusty,,,,,,,,,,,,
dutch,4,577,linty,12,butch,5,dutch,,,,,,,,,,
duvet,3,608,inlet,8,duvet,,,,,,,,,,,,
dwarf,4,43,chard,2,diary,1,dwarf,,,,,,,,,,
dwell,4,608,inlet,26,deely,1,dwell,,,,,,,,,,
dwelt,4,608,inlet,6,cleft,1,dwelt,,,,,,,,,,
dying,3,577,linty,4,dying,,,,,,,,,,,,
eager,5,257,later,59,gaper,6,wager,1,eager,,,,,,,,
eagle,4,156,maile,15,cable,8,eagle,,,,,,,,,,
early,3,257,later,1,early,,,,,,,,,,,,
earth,3,257,later,2,earth,,,,,,,,,,,,
easel,3,219,asset,8,easel,,,,,,,,,,,,
eaten,4,349,clean,16,taken,2,eaten,,,,,,,,,,
eater,6,257,later,10,cater,9,hater,2,water,1,eater,,,,,,
ebony,3,123,melon,5,ebony,,,,,,,,,,,,
eclat,4,349,clean,3,decal,1,eclat,,,,,,,,,,
edict,3,608,inlet,11,edict,,,,,,,,,,,,
edify,3,608,inlet,17,edify,,,,,,,,,,,,
eerie,4,127,price,19,dirge,3,eerie,,,,,,,,,,
egret,4,401,cider,42,greet,1,egret,,,,,,,,,,
eight,4,608,inlet,11,edict,2,eight,,,,,,,,,,
eject,4,608,inlet,12,debut,3,eject,,,,,,,,,,
eking,4,608,inlet,23,being,4,eking,,,,,,,,,,
elate,5,72,plage,13,blame,7,flake,1,elate,,,,,,,,
elbow,3,123,melon,2,elbow,,,,,,,,,,,,
elder,4,401,cider,7,under,2,elder,,,,,,,,,,
elect,4,608,inlet,6,cleft,1,elect,,,,,,,,,,
elegy,4,608,inlet,26,deely,1,elegy,,,,,,,,,,
elfin,3,608,inlet,3,elfin,,,,,,,,,,,,
elide,4,302,tuile,9,glide,1,elide,,,,,,,,,,
elite,3,302,tuile,3,elite,,,,,,,,,,,,
elope,4,62,clone,10,globe,4,elope,,,,,,,,,,
elude,4,302,tuile,8,flume,3,elude,,,,,,,,,,
email,3,51,leach,4,email,,,,,,,,,,,,
embed,4,608,inlet,61,cheek,18,embed,,,,,,,,,,
ember,5,401,cider,67,luter,28,fever,1,ember,,,,,,,,
emcee,4,302,tuile,43,fence,1,emcee,,,,,,,,,,
empty,4,608,inlet,18,hefty,1,empty,,,,,,,,,,
enact,3,51,leach,3,enact,,,,,,,,,,,,
endow,4,123,melon,5,enjoy,3,endow,,,,,,,,,,
enema,4,349,clean,11,amend,1,enema,,,,,,,,,,
enemy,3,608,inlet,2,enemy,,,,,,,,,,,,
enjoy,3,123,melon,5,enjoy,,,,,,,,,,,,
ennui,3,608,inlet,2,ennui,,,,,,,,,,,,
ensue,3,49,guise,4,ensue,,,,,,,,,,,,
enter,4,401,cider,67,luter,3,enter,,,,,,,,,,
entry,3,44,leery,1,entry,,,,,,,,,,,,
envoy,4,123,melon,5,enjoy,1,envoy,,,,,,,,,,
epoch,3,123,melon,16,epoch,,,,,,,,,,,,
epoxy,4,123,melon,16,epoch,2,epoxy,,,,,,,,,,
equal,4,349,clean,17,metal,1,equal,,,,,,,,,,
equip,4,608,inlet,17,edify,1,equip,,,,,,,,,,
erase,2,3,erase,,,,,,,,,,,,,,
erect,4,401,cider,11,retch,3,erect,,,,,,,,,,
erode,4,34,prove,19,drone,2,erode,,,,,,,,,,
error,3,64,order,1,error,,,,,,,,,,,,
erupt,4,401,cider,32,perky,1,erupt,,,,,,,,,,
essay,3,219,asset,1,essay,,,,,,,,,,,,
ester,4,198,riser,3,usher,2,ester,,,,,,,,,,
ether,4,401,cider,67,luter,4,ether,,,,,,,,,,
ethic,4,608,inlet,13,tepid,1,ethic,,,,,,,,,,
ethos,3,60,onset,5,ethos,,,,,,,,,,,,
etude,4,302,tuile,2,chute,1,etude,,,,,,,,,,
evade,4,72,plage,28,knave,1,evade,,,,,,,,,,
event,3,608,inlet,3,event,,,,,,,,,,,,
every,3,44,leery,2,every,,,,,,,,,,,,
evict,4,608,inlet,11,edict,1,evict,,,,,,,,,,
evoke,5,62,clone,13,biome,6,quote,1,evoke,,,,,,,,
exact,4,51,leach,3,enact,2,exact,,,,,,,,,,
exalt,4,51,leach,4,email,2,exalt,,,,,,,,,,
excel,4,608,inlet,39,bevel,3,excel,,,,,,,,,,
exert,3,44,leery,3,exert,,,,,,,,,,,,
exile,4,302,tuile,5,while,2,exile,,,,,,,,,,
exist,3,640,guest,5,exist,,,,,,,,,,,,
expel,5,608,inlet,39,bevel,3,excel,1,expel,,,,,,,,
extol,4,123,melon,2,elbow,1,extol,,,,,,,,,,
extra,3,15,alert,3,extra,,,,,,,,,,,,
exult,4,608,inlet,6,cleft,1,exult,,,,,,,,,,
eying,5,608,inlet,23,being,4,eking,1,eying,,,,,,,,
fable,4,156,maile,15,cable,4,fable,,,,,,,,,,
facet,3,349,clean,12,facet,,,,,,,,,,,,
faint,4,769,canty,18,daunt,4,faint,,,,,,,,,,
fairy,4,74,hairy,4,dairy,3,fairy,,,,,,,,,,
faith,3,769,canty,11,faith,,,,,,,,,,,,
false,4,36,paste,10,cause,7,false,,,,,,,,,,
fancy,3,769,canty,3,fancy,,,,,,,,,,,,
fanny,5,769,canty,17,manly,12,handy,2,fanny,,,,,,,,
farce,4,56,barge,13,carve,1,farce,,,,,,,,,,
fatal,4,769,canty,44,fault,1,fatal,,,,,,,,,,
fatty,4,769,canty,8,batty,3,fatty,,,,,,,,,,
fault,3,769,canty,44,fault,,,,,,,,,,,,
fauna,4,769,canty,32,naval,1,fauna,,,,,,,,,,
favor,4,79,manor,9,valor,1,favor,,,,,,,,,,
feast,4,70,least,4,beast,3,feast,,,,,,,,,,
fecal,4,349,clean,3,decal,1,fecal,,,,,,,,,,
feign,5,608,inlet,23,being,3,deign,1,feign,,,,,,,,
fella,5,349,clean,51,bagel,10,delta,1,fella,,,,,,,,
felon,3,123,melon,3,felon,,,,,,,,,,,,
femme,4,302,tuile,43,fence,3,femme,,,,,,,,,,
femur,3,401,cider,5,femur,,,,,,,,,,,,
fence,3,302,tuile,43,fence,,,,,,,,,,,,
feral,4,257,later,10,regal,2,feral,,,,,,,,,,
ferry,4,44,leery,15,berry,9,ferry,,,,,,,,,,
fetal,4,349,clean,17,metal,2,fetal,,,,,,,,,,
fetch,4,608,inlet,18,hefty,1,fetch,,,,,,,,,,
fetid,4,608,inlet,13,tepid,2,fetid,,,,,,,,,,
fetus,3,640,guest,2,fetus,,,,,,,,,,,,
fever,4,401,cider,67,luter,28,fever,,,,,,,,,,
fewer,5,401,cider,67,luter,28,fever,1,fewer,,,,,,,,
fiber,4,401,cider,52,fiver,6,fiber,,,,,,,,,,
fibre,3,28,there,9,fibre,,,,,,,,,,,,
ficus,3,505,mushy,21,ficus,,,,,,,,,,,,
field,3,608,inlet,16,field,,,,,,,,,,,,
fiend,4,608,inlet,23,being,2,fiend,,,,,,,,,,
fiery,3,44,leery,2,fiery,,,,,,,,,,,,
fifth,4,577,linty,2,width,1,fifth,,,,,,,,,,
fifty,4,577,linty,9,bitty,4,fifty,,,,,,,,,,
fight,4,577,linty,27,dight,8,fight,,,,,,,,,,
filer,5,401,cider,52,fiver,6,fiber,3,filer,,,,,,,,
filet,3,608,inlet,2,filet,,,,,,,,,,,,
filly,5,577,linty,14,dilly,5,billy,3,filly,,,,,,,,
filmy,4,577,linty,14,dilly,5,filmy,,,,,,,,,,
filth,3,577,linty,3,filth,,,,,,,,,,,,
final,3,769,canty,20,final,,,,,,,,,,,,
finch,3,577,linty,12,finch,,,,,,,,,,,,
finer,6,401,cider,52,fiver,6,fiber,3,filer,2,finer,,,,,,
first,3,178,brust,1,first,,,,,,,,,,,,
fishy,3,505,mushy,2,fishy,,,,,,,,,,,,
fixer,7,401,cider,52,fiver,6,fiber,3,filer,2,finer,1,fixer,,,,
fizzy,4,577,linty,42,dippy,19,fizzy,,,,,,,,,,
fjord,3,28,chord,2,fjord,,,,,,,,,,,,
flack,4,168,clank,4,black,3,flack,,,,,,,,,,
flail,4,168,clank,24,plaid,1,flail,,,,,,,,,,
flair,4,107,train,4,chair,3,flair,,,,,,,,,,
flake,4,72,plage,13,blame,7,flake,,,,,,,,,,
flaky,3,168,clank,1,flaky,,,,,,,,,,,,
flame,4,72,plage,13,blame,2,flame,,,,,,,,,,
flank,4,168,clank,3,blank,2,flank,,,,,,,,,,
flare,3,19,blare,2,flare,,,,,,,,,,,,
flash,3,149,clash,3,flash,,,,,,,,,,,,
flask,4,149,clash,5,blast,3,flask,,,,,,,,,,
fleck,4,608,inlet,26,deely,3,fleck,,,,,,,,,,
fleet,3,608,inlet,3,fleet,,,,,,,,,,,,
flesh,3,640,guest,5,flesh,,,,,,,,,,,,
flick,4,577,linty,24,child,2,flick,,,,,,,,,,
flier,4,401,cider,14,infer,2,flier,,,,,,,,,,
fling,5,577,linty,11,bling,3,cling,1,fling,,,,,,,,
flint,4,577,linty,6,unlit,3,flint,,,,,,,,,,
flirt,3,46,chirl,1,flirt,,,,,,,,,,,,
float,3,195,aloft,1,float,,,,,,,,,,,,
flock,3,254,biont,36,flock,,,,,,,,,,,,
flood,4,254,biont,36,flock,1,flood,,,,,,,,,,
floor,3,143,croon,1,floor,,,,,,,,,,,,
flora,3,16,acorn,2,flora,,,,,,,,,,,,
floss,3,170,glost,2,floss,,,,,,,,,,,,
flour,3,143,croon,3,flour,,,,,,,,,,,,
flout,4,254,biont,9,clout,2,flout,,,,,,,,,,
flown,5,254,biont,6,known,2,clown,1,flown,,,,,,,,
fluff,5,577,linty,13,clump,2,bluff,1,fluff,,,,,,,,
fluid,4,577,linty,24,child,2,fluid,,,,,,,,,,
fluke,4,302,tuile,8,flume,1,fluke,,,,,,,,,,
flume,3,302,tuile,8,flume,,,,,,,,,,,,
flung,3,577,linty,6,flung,,,,,,,,,,,,
flunk,4,577,linty,6,flung,1,flunk,,,,,,,,,,
flush,4,505,mushy,13,blush,2,flush,,,,,,,,,,
flute,3,302,tuile,3,flute,,,,,,,,,,,,
flyer,4,401,cider,67,luter,4,flyer,,,,,,,,,,
foamy,3,19,loamy,1,foamy,,,,,,,,,,,,
focal,3,132,tonal,15,focal,,,,,,,,,,,,
focus,3,400,moist,215,focus,,,,,,,,,,,,
foggy,4,369,gouty,9,dodgy,6,foggy,,,,,,,,,,
foist,3,400,moist,4,foist,,,,,,,,,,,,
folio,4,369,gouty,69,conic,7,folio,,,,,,,,,,
folly,5,369,gouty,97,dowly,14,colly,3,folly,,,,,,,,
foray,4,54,moral,9,borax,7,foray,,,,,,,,,,
force,3,31,forge,4,force,,,,,,,,,,,,
forge,2,31,forge,,,,,,,,,,,,,,
forgo,5,80,north,25,wordy,9,forum,1,forgo,,,,,,,,
forte,4,31,forge,4,force,3,forte,,,,,,,,,,
forth,3,80,north,2,forth,,,,,,,,,,,,
forty,3,80,north,6,forty,,,,,,,,,,,,
forum,4,80,north,25,wordy,9,forum,,,,,,,,,,
found,5,369,gouty,19,hound,6,bound,4,found,,,,,,,,
foyer,6,88,vower,43,joker,37,gomer,3,boxer,2,foyer,,,,,,
frail,4,107,train,10,brail,3,frail,,,,,,,,,,
frame,5,39,grace,20,drake,14,brame,1,frame,,,,,,,,
frank,5,107,train,14,drank,4,crank,2,frank,,,,,,,,
fraud,5,107,train,32,crawl,16,graph,2,fraud,,,,,,,,
freak,5,257,later,48,break,3,creak,2,freak,,,,,,,,
freed,4,401,cider,30,breed,5,freed,,,,,,,,,,
freer,5,401,cider,67,luter,28,fever,1,freer,,,,,,,,
fresh,5,198,riser,84,crest,3,dress,1,fresh,,,,,,,,
friar,5,251,rainy,9,triad,4,briar,1,friar,,,,,,,,
fried,3,401,cider,6,fried,,,,,,,,,,,,
frill,5,175,briny,26,trick,8,drill,2,frill,,,,,,,,
frisk,4,178,brust,5,crisp,2,frisk,,,,,,,,,,
fritz,5,175,briny,26,trick,8,drift,1,fritz,,,,,,,,
frock,3,143,croon,4,frock,,,,,,,,,,,,
frond,3,143,croon,9,frond,,,,,,,,,,,,
front,4,143,croon,9,frond,1,front,,,,,,,,,,
frost,3,66,cross,7,frost,,,,,,,,,,,,
froth,5,143,croon,28,proul,10,broth,1,froth,,,,,,,,
frown,6,143,croon,7,grown,3,brown,2,drown,1,frown,,,,,,
froze,5,34,prove,19,drone,8,broke,2,froze,,,,,,,,
fruit,3,175,briny,2,fruit,,,,,,,,,,,,
fudge,3,302,tuile,20,fudge,,,,,,,,,,,,
fugue,4,302,tuile,20,fudge,1,fugue,,,,,,,,,,
fully,5,577,linty,20,bully,6,dully,2,fully,,,,,,,,
fungi,3,577,linty,3,fungi,,,,,,,,,,,,
funky,3,577,linty,20,funky,,,,,,,,,,,,
funny,4,577,linty,20,funky,2,funny,,,,,,,,,,
furor,4,143,croon,20,tumor,3,furor,,,,,,,,,,
furry,3,46,chirl,7,furry,,,,,,,,,,,,
fussy,4,505,mushy,14,dusty,7,fussy,,,,,,,,,,
fuzzy,5,577,linty,54,dumpy,18,buggy,1,fuzzy,,,,,,,,
gaffe,4,156,maile,40,gauge,2,gaffe,,,,,,,,,,
gaily,4,769,canty,64,badly,8,gaily,,,,,,,,,,
gamer,4,257,later,59,gaper,4,gamer,,,,,,,,,,
gamma,4,769,canty,110,mafia,7,gamma,,,,,,,,,,
gamut,4,769,canty,44,fault,4,gamut,,,,,,,,,,
gassy,3,601,pasty,9,gassy,,,,,,,,,,,,
gaudy,4,769,canty,64,badly,5,gaudy,,,,,,,,,,
gauge,3,156,maile,40,gauge,,,,,,,,,,,,
gaunt,4,769,canty,18,daunt,6,gaunt,,,,,,,,,,
gauze,4,156,maile,40,gauge,2,gauze,,,,,,,,,,
gavel,4,349,clean,51,bagel,1,gavel,,,,,,,,,,
gawky,4,769,canty,64,badly,22,gawky,,,,,,,,,,
gayer,5,257,later,59,gaper,4,gamer,2,gayer,,,,,,,,
gayly,5,769,canty,64,badly,8,gaily,1,gayly,,,,,,,,
gazer,6,257,later,59,gaper,4,gamer,2,gayer,1,gazer,,,,,,
gecko,3,123,melon,8,gecko,,,,,,,,,,,,
geeky,4,608,inlet,40,beefy,5,geeky,,,,,,,,,,
geese,3,49,guise,2,geese,,,,,,,,,,,,
genie,4,302,tuile,46,mince,3,genie,,,,,,,,,,
genre,3,28,there,3,genre,,,,,,,,,,,,
ghost,3,170,glost,1,ghost,,,,,,,,,,,,
ghoul,4,254,biont,36,flock,4,ghoul,,,,,,,,,,
giant,3,168,clank,21,giant,,,,,,,,,,,,
giddy,5,577,linty,42,dippy,6,biddy,1,giddy,,,,,,,,
gipsy,3,505,mushy,5,gipsy,,,,,,,,,,,,
girly,4,175,briny,7,dirty,3,girly,,,,,,,,,,
girth,3,175,briny,20,girth,,,,,,,,,,,,
given,3,608,inlet,22,given,,,,,,,,,,,,
giver,4,401,cider,52,fiver,7,giver,,,,,,,,,,
glade,3,72,plage,3,glade,,,,,,,,,,,,
gland,4,168,clank,6,bland,2,gland,,,,,,,,,,
glare,4,19,blare,2,flare,1,glare,,,,,,,,,,
glass,5,149,clash,5,blast,3,flask,1,glass,,,,,,,,
glaze,4,72,plage,3,glade,2,glaze,,,,,,,,,,
gleam,4,349,clean,7,bleat,4,gleam,,,,,,,,,,
glean,3,349,clean,1,glean,,,,,,,,,,,,
glide,3,302,tuile,9,glide,,,,,,,,,,,,
glint,5,577,linty,6,unlit,3,flint,1,glint,,,,,,,,
gloat,4,195,aloft,3,bloat,2,gloat,,,,,,,,,,
globe,3,62,clone,10,globe,,,,,,,,,,,,
gloom,4,254,biont,36,flock,4,gloom,,,,,,,,,,
glory,3,28,chord,6,glory,,,,,,,,,,,,
gloss,3,170,glost,1,gloss,,,,,,,,,,,,
glove,4,62,clone,10,globe,3,glove,,,,,,,,,,
glyph,3,577,linty,3,glyph,,,,,,,,,,,,
gnash,3,149,clash,4,gnash,,,,,,,,,,,,
gnome,3,62,clone,2,gnome,,,,,,,,,,,,
godly,3,369,gouty,11,godly,,,,,,,,,,,,
going,3,369,gouty,10,going,,,,,,,,,,,,
golem,3,177,novel,20,golem,,,,,,,,,,,,
golly,4,369,gouty,11,godly,2,golly,,,,,,,,,,
gonad,3,132,tonal,4,gonad,,,,,,,,,,,,
goner,5,88,vower,43,joker,37,gomer,1,goner,,,,,,,,
goody,4,369,gouty,11,godly,1,goody,,,,,,,,,,
gooey,5,177,novel,87,motey,13,dopey,1,gooey,,,,,,,,
goofy,4,369,gouty,11,godly,6,goofy,,,,,,,,,,
goose,4,30,louse,17,poise,10,goose,,,,,,,,,,
gorge,3,31,forge,2,gorge,,,,,,,,,,,,
gouge,3,128,bouge,2,gouge,,,,,,,,,,,,
gourd,4,29,loury,9,courd,2,gourd,,,,,,,,,,
grace,2,39,grace,,,,,,,,,,,,,,
grade,3,39,grace,6,grade,,,,,,,,,,,,
graft,5,107,train,12,craft,3,draft,1,graft,,,,,,,,
grail,5,107,train,10,brail,3,frail,1,grail,,,,,,,,
grain,5,107,train,3,brain,2,drain,1,grain,,,,,,,,
grand,5,107,train,14,drank,2,brand,1,grand,,,,,,,,
grant,3,107,train,3,grant,,,,,,,,,,,,
grape,4,39,grace,6,grade,5,grape,,,,,,,,,,
graph,4,107,train,32,crawl,16,graph,,,,,,,,,,
grasp,3,66,brash,6,grasp,,,,,,,,,,,,
grass,4,66,brash,6,grasp,1,grass,,,,,,,,,,
grate,5,39,grace,6,grade,5,grape,3,grate,,,,,,,,
grave,6,39,grace,6,grade,5,grape,3,grate,2,grave,,,,,,
gravy,5,107,train,32,crawl,16,graph,1,gravy,,,,,,,,
graze,7,39,grace,6,grade,5,grape,3,grate,2,grave,1,graze,,,,
great,3,257,later,10,great,,,,,,,,,,,,
greed,5,401,cider,30,breed,5,freed,1,greed,,,,,,,,
green,4,401,cider,42,greet,2,green,,,,,,,,,,
greet,3,401,cider,42,greet,,,,,,,,,,,,
grief,4,401,cider,3,brief,2,grief,,,,,,,,,,
grill,6,175,briny,26,trick,8,drill,2,frill,1,grill,,,,,,
grime,6,127,price,18,brine,11,write,2,drive,1,grime,,,,,,
grimy,3,175,briny,7,grimy,,,,,,,,,,,,
grind,3,175,briny,6,grind,,,,,,,,,,,,
gripe,3,127,price,2,gripe,,,,,,,,,,,,
groan,3,79,manor,4,groan,,,,,,,,,,,,
groin,4,143,croon,7,grown,1,groin,,,,,,,,,,
groom,5,143,croon,16,brood,7,proof,1,groom,,,,,,,,
grope,3,34,prove,2,grope,,,,,,,,,,,,
gross,4,66,cross,3,dross,2,gross,,,,,,,,,,
group,4,143,croon,28,proul,1,group,,,,,,,,,,
grout,4,143,croon,28,proul,5,grout,,,,,,,,,,
grove,4,34,prove,3,drove,2,grove,,,,,,,,,,
growl,6,143,croon,28,proul,5,broil,3,droll,1,growl,,,,,,
grown,3,143,croon,7,grown,,,,,,,,,,,,
gruel,4,401,cider,42,greet,1,gruel,,,,,,,,,,
gruff,4,175,briny,11,trump,2,gruff,,,,,,,,,,
grunt,4,175,briny,8,trunk,2,grunt,,,,,,,,,,
guard,3,43,chard,5,guard,,,,,,,,,,,,
